id,BIO_anno,class
1570,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,1
1571,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1572,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1573,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1574,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1575,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1576,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1577,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1578,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1579,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1580,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1581,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,0
1582,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1583,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1584,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1585,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1586,B-BANK B-BANK B-BANK B-BANK B-BANK,2
1587,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1588,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1589,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1590,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1591,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,1
1592,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,0
1593,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,0
1594,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1595,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,0
1596,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1597,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1598,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1599,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1600,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,0
1601,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1602,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1603,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1604,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1605,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1606,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1607,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1608,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1609,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1610,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1611,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1612,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1613,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1614,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,1
1615,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1616,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1617,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1618,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1619,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1620,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1621,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1622,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1623,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1624,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1625,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1626,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1627,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,0
1628,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1629,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1630,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1631,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1632,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1633,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1634,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1635,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1636,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1637,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1638,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1639,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1640,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1641,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1642,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1643,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1644,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1645,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,0
1646,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1647,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1648,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1649,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1650,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1651,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1652,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1653,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1654,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1655,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1656,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1657,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1658,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1659,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1660,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1661,B-BANK B-BANK B-BANK B-BANK B-BANK,2
1662,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1663,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1664,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1665,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1666,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,0
1667,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1668,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,0
1669,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1670,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1671,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1672,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1673,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1674,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1675,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1676,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1677,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1678,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1679,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1680,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1681,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1682,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1683,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,0
1684,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1685,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1686,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1687,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,0
1688,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1689,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1690,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1691,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1692,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1693,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1694,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1695,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1696,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1697,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1698,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1699,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1700,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1701,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1702,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1703,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1704,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1705,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
1706,B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK,2
